borrower_id,age,gender,location,has_mobile_money,has_bank_account,employment_type,monthly_income,months_active,monthly_tx_count,previous_defaults,informal_borrowing_history,default
2725,63,F,Urban,0,0,Public Sector,1537.9646700825613,23,32,0,1,0
2726,53,M,Urban,1,0,Private Sector,20877.79280982992,76,3,0,0,0
2727,25,M,Urban,1,0,Informal,19352.37222265777,37,48,0,0,0
2728,20,M,Rural,0,0,Self-Employed,14354.43605788852,92,3,0,0,0
2729,51,M,Rural,1,0,Public Sector,8587.378838308132,44,0,0,0,0
2730,44,M,Rural,0,0,Informal,11549.239543316276,93,3,0,0,0
2731,72,F,Rural,0,1,Public Sector,23563.380762898527,107,47,0,1,0
2732,47,F,Urban,0,0,Informal,7380.330325519849,1,41,0,0,0
2733,71,M,Rural,1,0,Self-Employed,24336.672720785664,8,5,0,0,0
2734,30,M,Rural,1,0,Self-Employed,3759.889667554627,43,21,1,1,0
2735,43,F,Urban,1,0,Informal,13996.367191252153,66,26,1,1,1
2736,25,F,Rural,0,0,Self-Employed,12489.317594259577,104,27,0,0,0
2737,50,M,Urban,0,0,Self-Employed,27287.14512253835,53,10,0,1,0
2738,28,M,Rural,0,0,Informal,5865.713818743574,102,1,0,1,0
2739,46,M,Rural,0,0,Self-Employed,6400.778399982707,87,1,0,0,0
2740,37,F,Rural,1,0,Private Sector,4009.5229453640536,85,45,0,0,0
2741,28,M,Rural,0,0,Public Sector,7774.7411235552345,109,31,0,0,0
2742,23,M,Rural,0,1,Self-Employed,15008.280822861763,37,49,0,0,0
2743,47,M,Rural,1,1,Informal,2903.7208660214274,80,43,0,1,0
2744,71,M,Rural,0,0,Informal,8584.32373734158,95,11,2,0,1
2745,29,M,Rural,0,0,Informal,19943.434846867025,116,4,0,0,0
2746,41,F,Urban,0,1,Self-Employed,11267.970296237045,28,32,0,0,0
2747,30,F,Rural,0,1,Self-Employed,12993.27803745053,94,11,0,0,0
2748,64,M,Rural,1,0,Public Sector,3667.05314412256,27,33,0,0,0
2749,41,M,Rural,0,1,Informal,11293.544218239,115,48,1,0,1
2750,73,F,Urban,1,0,Private Sector,12518.607720551921,64,48,0,0,0
2751,31,M,Urban,0,0,Private Sector,10732.577286423144,105,12,0,1,0
2752,22,M,Urban,1,0,Self-Employed,13825.423247400895,68,24,0,1,0
2753,51,M,Urban,0,0,Public Sector,9554.07117347234,9,35,0,0,0
2754,55,F,Rural,1,1,Informal,8494.660398847247,42,11,0,1,0
2755,74,F,Urban,1,1,Informal,5325.2040878567,73,28,0,1,0
2756,67,F,Rural,1,1,Informal,26677.940291658557,72,18,0,1,0
2757,68,F,Urban,0,0,Informal,4585.692129898506,66,28,0,0,0
2758,54,M,Rural,1,0,Informal,13882.44825355406,85,31,1,0,1
2759,38,M,Rural,1,1,Self-Employed,52186.58065077303,69,43,0,1,0
2760,42,M,Urban,1,0,Informal,29530.26735290838,22,23,0,0,0
2761,25,F,Urban,1,0,Informal,18389.126090905567,10,14,0,1,0
2762,42,F,Urban,0,1,Informal,14940.288033938365,35,3,0,0,0
2763,38,M,Rural,1,0,Self-Employed,11045.805110094834,17,34,0,1,0
2764,20,F,Rural,1,0,Private Sector,5948.791618669694,84,40,0,0,0
2765,29,M,Rural,1,0,Informal,9986.184902496794,117,20,0,0,0
2766,48,M,Rural,1,0,Self-Employed,19378.578247131336,111,43,0,0,0
2767,39,M,Rural,1,1,Private Sector,16710.540445073497,68,23,0,0,0
2768,74,F,Rural,1,0,Self-Employed,22994.285328735587,106,23,0,1,0
2769,45,F,Urban,1,1,Self-Employed,32459.89146677012,79,2,1,1,0
2770,72,F,Rural,1,0,Self-Employed,10777.945772053159,16,26,0,1,0
2771,55,F,Urban,1,0,Private Sector,14264.143127846546,70,29,0,0,0
2772,20,F,Urban,0,0,Informal,2677.840365630218,68,24,0,0,0
2773,29,F,Urban,1,1,Self-Employed,74382.89031251898,66,26,0,1,0
2774,58,F,Rural,0,1,Informal,8786.255261045088,96,26,0,0,0
2775,49,M,Rural,0,0,Informal,20606.812974927532,118,34,0,0,0
2776,35,F,Rural,0,1,Self-Employed,8781.488579008663,29,5,0,0,0
2777,47,F,Urban,1,0,Self-Employed,8619.882342288172,3,26,0,0,0
2778,69,F,Rural,0,1,Public Sector,10121.54372755691,77,21,0,0,0
2779,40,M,Rural,0,1,Public Sector,4518.467060292058,14,17,0,0,0
2780,20,F,Urban,0,0,Self-Employed,1682.1918387145936,51,22,0,1,0
2781,35,F,Urban,0,1,Self-Employed,30939.069864415957,111,33,0,0,0
2782,71,M,Urban,1,0,Private Sector,18931.54866654355,79,49,0,0,0
2783,61,F,Rural,0,0,Informal,5880.159220579501,112,11,0,1,0
2784,65,M,Urban,0,1,Informal,17563.02940784382,4,2,2,0,1
2785,69,M,Rural,1,0,Informal,23651.22531693824,85,17,0,0,0
2786,24,M,Rural,1,0,Self-Employed,7027.643899859256,38,15,0,0,0
2787,34,F,Urban,0,0,Self-Employed,17009.059123551917,9,3,0,0,0
2788,21,F,Urban,1,0,Self-Employed,27377.194653542672,37,24,0,0,0
2789,18,M,Rural,0,0,Informal,3871.282547622178,112,25,0,0,0
2790,65,F,Rural,1,0,Self-Employed,18746.305131613513,50,42,0,1,0
2791,71,M,Rural,0,0,Self-Employed,16375.355018707452,110,34,1,0,0
2792,26,M,Urban,1,0,Private Sector,55071.275371284435,14,23,0,0,0
2793,59,F,Urban,0,0,Informal,19103.965464397155,79,32,0,0,0
2794,48,F,Rural,1,1,Self-Employed,8807.141856161552,52,14,0,0,0
2795,21,F,Rural,0,1,Self-Employed,9661.18715884898,36,7,0,0,0
2796,70,F,Urban,1,0,Self-Employed,61743.12742029864,65,26,0,1,0
2797,67,F,Urban,1,0,Informal,9210.897737333356,74,24,0,0,0
2798,50,M,Rural,1,0,Informal,19554.093179832053,4,14,0,1,0
2799,58,M,Rural,1,0,Informal,10110.386740257802,78,44,1,0,1
2800,40,M,Urban,0,1,Informal,29057.520590356682,36,27,0,0,0
2801,63,F,Rural,1,0,Self-Employed,30229.06191603087,96,28,0,0,0
2802,43,F,Rural,1,0,Self-Employed,12014.731369102248,22,34,0,1,0
2803,74,F,Urban,0,0,Self-Employed,8836.21643659707,35,14,0,1,0
2804,21,M,Rural,1,0,Informal,8669.241336385423,116,26,1,1,1
2805,27,M,Urban,1,0,Informal,3072.401739933659,30,44,0,0,0
2806,73,F,Urban,0,0,Self-Employed,13259.507899443124,16,30,0,0,0
2807,34,F,Rural,1,1,Self-Employed,13047.345864508214,66,42,0,0,0
2808,35,M,Rural,0,0,Self-Employed,6368.488577897533,75,1,0,0,0
2809,63,M,Urban,0,0,Self-Employed,2819.103213119546,68,36,0,1,0
2810,28,M,Rural,1,1,Private Sector,14429.808810174924,48,32,0,1,0
2811,47,M,Rural,0,1,Private Sector,15964.478056010132,13,44,0,0,0
2812,34,M,Rural,0,0,Self-Employed,16776.580876642824,35,48,2,1,0
2813,29,M,Rural,1,0,Informal,5541.786702808061,7,6,1,1,1
2814,72,F,Urban,0,0,Informal,16805.163574174647,102,24,0,1,0
2815,29,M,Urban,1,0,Self-Employed,10605.807387634013,31,46,0,0,0
2816,23,M,Urban,0,0,Informal,24431.127807989633,80,40,0,1,0
2817,56,M,Rural,0,0,Informal,5609.215919286165,31,5,0,0,1
2818,67,F,Rural,1,0,Informal,30705.147026261453,74,27,0,0,0
2819,25,M,Urban,1,0,Private Sector,40946.11082926848,11,17,0,0,0
2820,58,M,Rural,1,1,Informal,13425.161724761492,12,35,0,1,0
2821,48,M,Urban,0,0,Self-Employed,16898.197078008056,38,25,2,1,1
2822,65,F,Rural,0,0,Public Sector,22905.608299519743,31,15,0,0,0
2823,25,F,Rural,1,0,Self-Employed,5385.478069220931,39,20,1,1,0
2824,73,M,Rural,1,0,Informal,8291.708007664376,33,48,0,0,0
2825,53,M,Rural,0,0,Self-Employed,14177.374434161155,83,18,0,1,0
2826,66,M,Rural,1,0,Self-Employed,61916.29173817496,52,10,2,0,0
2827,38,F,Rural,1,1,Informal,4699.154924040496,19,5,0,0,0
2828,71,F,Rural,1,0,Self-Employed,45351.686773752095,110,7,0,0,0
2829,53,M,Rural,0,0,Informal,10482.284275552576,76,2,0,0,0
2830,25,M,Urban,1,0,Self-Employed,11902.139112960549,49,2,1,1,0
2831,70,F,Rural,0,1,Public Sector,32417.655855643745,61,26,0,1,0
2832,63,F,Urban,0,0,Self-Employed,61647.16923439945,40,27,1,0,1
2833,35,M,Rural,1,0,Private Sector,17159.36965096912,47,39,0,0,0
2834,49,M,Rural,0,0,Informal,31064.488426928045,9,30,0,1,0
2835,40,M,Rural,1,1,Public Sector,5859.25000974845,99,9,0,0,0
2836,48,F,Urban,1,0,Self-Employed,8010.018658543175,46,32,0,1,0
2837,73,F,Urban,0,0,Informal,4146.686607868319,83,22,0,1,0
2838,69,F,Urban,1,1,Public Sector,8099.458914575025,7,8,0,0,0
2839,30,F,Rural,0,0,Public Sector,19229.6923325943,11,32,0,1,0
2840,73,M,Urban,0,1,Informal,14497.614143867962,44,32,0,0,0
2841,42,M,Urban,1,0,Self-Employed,48713.19273387323,5,21,0,1,0
2842,58,M,Urban,0,0,Informal,63309.57331449867,116,8,0,0,0
2843,61,F,Rural,0,0,Informal,10968.902176220809,5,1,0,1,0
2844,45,F,Urban,1,0,Informal,7103.021084104256,67,37,0,1,0
2845,44,M,Rural,1,0,Informal,30947.63077015146,42,7,0,1,0
2846,44,M,Urban,0,0,Informal,33637.67229843954,25,13,0,0,0
2847,67,F,Rural,1,0,Informal,17413.85636066167,17,33,0,0,0
2848,40,F,Rural,1,0,Private Sector,21514.273017729745,36,21,0,1,0
2849,33,F,Rural,1,0,Informal,18983.87400758666,7,41,0,0,0
2850,38,M,Urban,1,1,Self-Employed,5547.028476389575,68,18,0,1,0
2851,29,F,Rural,1,0,Informal,4615.454994048194,28,44,0,0,0
2852,40,F,Rural,0,0,Informal,11746.392912973586,3,18,0,0,0
2853,24,F,Rural,0,0,Self-Employed,10418.003031147664,14,4,0,0,0
2854,23,F,Urban,0,1,Informal,15268.971641236942,108,36,0,1,0
2855,59,F,Rural,1,1,Informal,11015.32918064692,29,33,1,0,1
2856,22,F,Urban,1,1,Private Sector,3131.950475994653,69,49,0,0,0
2857,50,F,Rural,1,1,Informal,2258.0760058291316,49,4,0,1,0
2858,62,M,Urban,1,0,Informal,22069.841963311756,59,26,0,0,0
2859,59,M,Urban,0,0,Self-Employed,7199.671152847007,102,35,0,0,0
2860,43,F,Urban,1,0,Informal,10161.115223129722,86,20,0,0,0
2861,29,F,Urban,0,1,Self-Employed,7829.416660524086,66,13,0,0,0
2862,71,M,Rural,1,0,Informal,5893.372677903021,24,14,0,0,0
2863,65,M,Rural,0,0,Informal,5768.350978785105,102,0,0,0,0
2864,52,F,Urban,0,1,Informal,27664.135451018956,3,31,0,0,0
2865,22,F,Rural,0,0,Informal,10104.162540193487,67,38,0,1,0
2866,20,F,Rural,0,0,Self-Employed,20329.624621235012,74,22,0,0,0
2867,35,M,Urban,0,1,Private Sector,22635.86625980773,113,1,0,0,0
2868,26,F,Rural,0,1,Self-Employed,15760.692806263462,20,38,0,1,0
2869,67,F,Rural,1,0,Informal,23240.64085935112,35,45,1,1,0
2870,29,M,Urban,1,0,Private Sector,12375.455003539897,2,30,0,1,0
2871,34,M,Rural,0,0,Self-Employed,36427.356233014914,30,4,0,1,0
2872,73,F,Rural,1,1,Informal,23641.433958155623,111,20,0,0,0
2873,64,M,Rural,0,0,Informal,26296.143159408137,2,28,0,1,0
2874,30,F,Rural,1,0,Informal,5774.5110665413595,94,47,0,0,0
2875,39,F,Urban,0,0,Informal,15102.537196584935,112,24,0,0,0
2876,47,F,Urban,1,0,Informal,2818.6251265462565,14,0,0,0,0
2877,55,M,Rural,0,0,Informal,37527.953364973226,43,35,0,0,0
2878,71,F,Rural,1,0,Private Sector,7430.597524468277,107,34,0,0,0
2879,67,M,Rural,1,0,Informal,8302.080358116464,86,11,0,0,0
2880,73,F,Rural,0,0,Informal,4097.500997325833,9,20,0,0,0
2881,20,M,Urban,1,0,Private Sector,11884.682698966244,104,2,0,1,0
2882,31,F,Urban,1,0,Self-Employed,9871.639574651152,96,6,0,0,0
2883,50,F,Rural,0,1,Informal,52584.73452758408,38,15,0,0,0
2884,20,M,Urban,0,0,Informal,24328.683277142027,50,4,0,0,0
2885,38,M,Urban,1,0,Self-Employed,8105.5323605223775,37,13,0,1,0
2886,26,F,Rural,0,0,Informal,3226.123832557534,62,32,0,0,0
2887,71,M,Urban,1,0,Self-Employed,1968.6171001957912,93,19,0,0,0
2888,21,M,Urban,1,1,Self-Employed,5383.103693234425,80,7,0,0,0
2889,26,M,Rural,0,0,Self-Employed,4217.719117095978,116,31,0,1,0
2890,29,F,Rural,1,0,Public Sector,16170.012741821833,12,42,0,0,0
2891,26,F,Urban,1,0,Self-Employed,10895.066865879544,110,29,0,1,0
2892,50,M,Urban,1,0,Self-Employed,12405.361364665574,109,15,0,0,0
2893,38,F,Rural,0,1,Informal,5726.64703438395,46,40,0,1,1
2894,70,M,Rural,0,0,Informal,13816.91605042541,18,17,0,0,0
2895,32,M,Urban,1,0,Informal,3927.2621995335894,27,0,0,0,0
2896,48,M,Rural,0,0,Self-Employed,11400.16466064597,113,33,0,1,0
2897,55,M,Rural,0,1,Informal,23770.978760421305,2,35,0,1,0
2898,53,M,Rural,1,0,Self-Employed,9133.24908903423,11,11,0,0,0
2899,63,F,Urban,0,1,Informal,17447.262956236955,9,18,0,0,0
2900,29,M,Urban,1,0,Self-Employed,2516.265614934012,21,0,0,0,0
2901,46,F,Urban,1,0,Informal,2359.8543214087704,94,23,0,0,0
2902,63,M,Rural,1,0,Public Sector,15896.114605385097,7,22,0,0,0
2903,67,M,Rural,1,1,Informal,28272.312279486687,115,12,0,1,0
2904,53,M,Rural,0,0,Self-Employed,10111.572375035605,48,26,0,1,0
2905,55,F,Rural,0,0,Self-Employed,68063.04882829814,64,33,0,1,0
2906,67,F,Rural,0,0,Informal,3855.687449554442,71,22,0,1,0
2907,53,M,Urban,1,0,Self-Employed,7101.319981784519,97,39,0,0,0
2908,72,M,Urban,1,0,Public Sector,13685.55757102139,75,22,0,1,0
2909,25,M,Urban,1,0,Self-Employed,17739.03545451561,8,20,0,0,0
2910,37,F,Rural,1,0,Private Sector,7668.688163659971,99,33,1,1,0
2911,24,M,Rural,0,1,Informal,5242.800105588285,11,8,0,1,0
2912,23,F,Rural,0,1,Public Sector,20095.140479273865,63,42,0,1,0
2913,44,M,Rural,0,0,Public Sector,13610.754485266503,104,30,0,1,0
2914,30,M,Rural,0,0,Self-Employed,9286.58521363228,61,18,2,1,0
2915,41,F,Rural,1,0,Self-Employed,18234.572374030613,50,11,0,0,0
2916,42,M,Urban,1,0,Self-Employed,10970.276143039198,39,39,0,1,0
2917,53,M,Rural,1,0,Self-Employed,10940.527133570075,94,0,0,0,0
2918,71,F,Rural,0,0,Self-Employed,10622.837678897735,78,3,1,0,1
2919,66,M,Rural,1,0,Informal,6343.442001952419,97,30,0,1,0
2920,39,M,Urban,1,0,Self-Employed,5847.843383385272,109,24,0,0,0
2921,36,M,Rural,0,0,Informal,8034.1874739884315,71,8,0,0,0
2922,61,F,Rural,1,0,Self-Employed,12552.558443605018,43,18,0,1,0
2923,25,F,Rural,0,0,Self-Employed,2738.0580315735665,71,39,0,1,0
2924,48,M,Rural,1,0,Informal,26051.191019526555,43,23,0,0,0
2925,42,F,Urban,1,0,Informal,12416.431699252164,25,26,0,1,0
2926,28,F,Rural,1,0,Informal,5218.4272815685335,41,4,0,1,0
2927,53,F,Rural,0,0,Self-Employed,44591.52703365695,58,36,0,0,0
2928,36,F,Urban,0,0,Informal,12650.561349146064,28,6,0,1,0
2929,28,F,Rural,1,0,Informal,4204.471758547207,38,11,0,0,0
2930,55,F,Urban,0,1,Informal,43019.110944495915,68,14,0,0,0
2931,27,M,Rural,0,0,Informal,36167.548154151584,17,21,0,0,0
2932,56,M,Urban,0,0,Informal,5913.529843211902,13,13,0,1,0
2933,27,F,Rural,0,0,Informal,9448.761096099819,93,40,0,0,0
2934,42,M,Rural,0,0,Self-Employed,8484.137074829468,100,19,0,0,0
2935,64,F,Rural,1,0,Self-Employed,2698.491011007396,38,1,0,0,0
2936,31,M,Urban,1,0,Private Sector,15863.450162396628,17,22,0,0,0
2937,61,F,Rural,1,0,Informal,24055.990500096425,55,6,0,0,0
2938,59,M,Urban,1,0,Informal,20692.654390474017,21,11,0,0,0
2939,69,F,Urban,0,0,Informal,12559.41729957203,105,29,0,0,0
2940,27,M,Rural,0,1,Self-Employed,25997.359487111906,9,30,0,0,0
2941,58,M,Rural,1,0,Informal,4933.215730304514,60,33,0,1,0
2942,71,F,Rural,0,0,Informal,52399.28781806969,46,18,0,1,0
2943,61,F,Urban,0,0,Self-Employed,6596.914509370772,56,41,0,0,0
2944,28,F,Urban,1,0,Informal,7209.947048587502,91,3,0,0,0
2945,64,F,Rural,0,1,Self-Employed,7722.167713449307,32,18,0,0,0
2946,24,M,Rural,1,0,Self-Employed,7284.511301538646,109,12,0,0,0
2947,51,F,Urban,1,1,Self-Employed,10486.497542281028,117,2,0,0,0
2948,46,M,Rural,1,1,Informal,10166.6410249047,52,28,0,1,0
2949,48,F,Rural,0,0,Informal,13571.60461584233,46,2,0,0,0
2950,47,M,Rural,1,0,Self-Employed,6355.432855898127,28,30,0,1,0
2951,19,M,Rural,1,0,Informal,13978.93021383506,97,42,0,0,0
2952,46,F,Urban,0,0,Informal,5113.713697997674,87,39,0,0,1
2953,71,F,Urban,0,1,Informal,21982.518029255432,54,34,1,0,1
2954,42,M,Rural,1,0,Informal,21765.448746792747,82,12,0,1,0
2955,33,F,Rural,1,1,Informal,12178.087108426816,44,32,0,0,0
2956,74,F,Urban,0,0,Self-Employed,7275.481739577539,82,28,0,0,0
2957,23,M,Rural,0,0,Self-Employed,15692.366384537758,98,24,1,1,0
2958,45,F,Rural,1,0,Informal,6014.360320385677,53,23,1,0,1
2959,47,M,Rural,1,0,Self-Employed,12577.37935885684,80,7,1,1,0
2960,45,M,Urban,1,0,Private Sector,10835.366937975488,68,42,0,1,0
2961,70,F,Urban,0,0,Informal,100302.88651601029,9,41,2,0,1
2962,42,M,Urban,0,0,Self-Employed,4584.246324400531,8,36,0,1,0
2963,73,M,Rural,0,0,Informal,1448.3424448481103,32,27,0,1,0
2964,21,F,Urban,1,0,Private Sector,7346.348389107738,30,6,0,1,0
2965,59,M,Rural,0,1,Informal,3101.3652914443733,23,31,0,1,1
2966,51,F,Urban,1,0,Informal,6840.848938076526,111,47,0,1,0
2967,31,F,Rural,0,0,Private Sector,4332.67188983218,73,6,0,1,0
2968,30,M,Rural,1,0,Self-Employed,5933.8141176909085,5,17,0,0,0
2969,59,F,Rural,1,0,Informal,5219.1784227906755,108,45,0,0,0
2970,54,M,Rural,1,1,Self-Employed,26433.414561800153,36,47,0,1,0
2971,52,F,Rural,1,0,Public Sector,11768.707999131952,118,22,0,0,0
2972,20,M,Rural,1,0,Informal,28922.79298752587,27,14,0,1,0
2973,52,F,Urban,0,0,Informal,12637.301964795779,11,14,0,1,0
2974,73,M,Urban,0,0,Informal,25716.676302094584,16,23,0,0,0
2975,18,F,Rural,0,0,Private Sector,9607.573019576812,46,15,0,0,0
2976,44,M,Rural,0,0,Informal,43812.070029961564,110,27,1,1,1
2977,46,M,Rural,1,0,Informal,17832.850132130163,66,3,0,1,0
2978,69,M,Rural,0,0,Informal,6556.197789578566,15,3,0,0,0
2979,34,F,Rural,1,0,Informal,20077.251500161277,38,0,0,0,0
2980,45,F,Urban,1,0,Self-Employed,12502.722782305662,59,35,0,0,0
2981,58,M,Urban,1,0,Informal,10404.74113615469,65,46,0,0,0
2982,21,M,Rural,1,0,Informal,13211.461569070329,100,5,0,1,0
2983,63,M,Urban,0,1,Informal,22315.18779617698,6,45,1,0,0
2984,64,M,Urban,1,0,Informal,2248.487256180823,1,8,0,0,0
2985,59,F,Rural,1,0,Informal,9239.754982570692,86,2,2,0,0
2986,54,F,Urban,0,0,Informal,21123.88304263727,13,14,0,1,0
2987,60,F,Rural,1,0,Self-Employed,14922.192560924996,82,14,0,0,0
2988,62,M,Rural,0,1,Informal,4968.723345234349,41,48,0,1,0
2989,69,M,Urban,1,0,Informal,1840.5378340785767,47,5,0,1,0
2990,42,F,Urban,0,0,Self-Employed,47703.704620697514,18,48,0,1,0
2991,43,M,Rural,0,1,Self-Employed,10533.936436811477,93,43,0,1,0
2992,54,F,Rural,1,0,Self-Employed,41079.422763706614,22,24,0,1,0
2993,29,M,Urban,0,0,Private Sector,23109.364530370563,1,33,0,1,0
2994,66,M,Rural,1,0,Informal,6484.254679190386,71,26,0,0,0
2995,61,F,Urban,1,0,Informal,1653.8744638115652,19,45,0,0,0
2996,53,M,Urban,0,0,Informal,8453.226367132296,21,10,1,0,1
2997,35,F,Rural,0,0,Informal,11875.456998260262,26,47,1,0,1
2998,37,M,Urban,1,0,Private Sector,17545.469066106387,77,20,0,1,0
2999,42,M,Urban,1,1,Self-Employed,5030.728683575025,90,46,0,0,0
3000,55,M,Urban,1,0,Self-Employed,14107.026306698805,109,49,2,0,0
3001,62,M,Rural,0,0,Private Sector,14102.91131779089,117,42,0,1,0
3002,56,F,Rural,0,1,Self-Employed,26924.32786380574,28,39,1,0,0
3003,71,M,Rural,1,1,Informal,9571.808040459156,26,21,0,0,0
3004,72,F,Urban,0,0,Public Sector,17434.92264710983,26,34,0,0,0
3005,58,F,Urban,1,0,Informal,15410.009807369846,23,12,0,0,0
3006,39,M,Urban,0,0,Informal,24649.0180732849,2,13,0,0,0
3007,52,M,Rural,0,1,Self-Employed,6349.267074038004,70,37,0,0,0
3008,42,M,Rural,0,0,Public Sector,1048.733175223133,2,38,0,0,0
3009,53,F,Rural,1,0,Self-Employed,10122.66853195287,5,13,0,1,0
3010,64,F,Urban,1,0,Informal,10170.534438308936,48,48,0,1,0
3011,39,M,Rural,1,1,Public Sector,4846.479840491012,97,34,0,1,0
3012,46,F,Urban,0,1,Informal,3661.3032334094505,59,49,0,0,0
3013,20,M,Rural,0,0,Self-Employed,7725.348710781684,48,23,0,1,0
3014,59,M,Rural,1,0,Informal,11160.334572480628,22,29,0,1,0
3015,45,M,Urban,1,0,Informal,13205.191349114912,81,32,0,1,0
3016,44,F,Rural,1,0,Informal,1966.0437944818846,39,8,2,0,0
3017,48,M,Rural,0,1,Public Sector,3008.4823260878957,119,13,0,0,0
3018,30,M,Urban,0,0,Private Sector,30202.120674452442,17,48,0,0,0
3019,52,M,Rural,1,0,Informal,10512.670160103804,94,33,2,1,1
3020,60,F,Urban,0,0,Informal,12210.800150747245,82,27,1,0,1
3021,37,M,Urban,1,0,Informal,4210.841136847932,44,0,0,0,0
3022,25,M,Urban,0,1,Self-Employed,12191.570768309597,47,1,0,0,0
3023,40,M,Rural,1,0,Self-Employed,9058.748190160377,115,27,0,0,0
3024,29,F,Rural,1,1,Self-Employed,7459.154019367843,88,4,0,0,0
3025,39,M,Urban,0,0,Informal,3799.237505602067,6,7,0,0,0
3026,53,F,Rural,0,0,Informal,6107.258741602655,66,28,2,0,1
3027,24,M,Urban,1,0,Public Sector,59256.868708384456,89,48,0,0,0
3028,60,M,Urban,0,1,Self-Employed,9250.626324759987,45,41,0,0,0
3029,30,F,Rural,1,0,Informal,23010.794264832548,83,23,1,1,1
3030,68,F,Rural,1,0,Informal,10455.723035669456,75,47,1,1,1
3031,59,M,Urban,0,0,Informal,9531.240763456957,40,30,0,1,0
3032,33,F,Rural,0,0,Informal,7355.627149887795,1,47,0,0,0
3033,50,F,Rural,1,0,Informal,35901.29336990003,5,11,0,0,0
3034,24,M,Urban,0,0,Self-Employed,16489.52355899427,83,28,0,1,0
3035,23,F,Rural,0,0,Informal,6505.060693922562,93,46,0,0,0
3036,72,F,Rural,1,0,Informal,8926.101284760316,45,49,0,0,0
3037,63,M,Urban,1,0,Self-Employed,28933.304471509957,57,43,0,1,0
3038,26,F,Urban,1,0,Informal,1262.9332561445387,62,7,0,0,0
3039,34,M,Rural,0,0,Informal,15684.445717198427,106,30,0,0,0
3040,29,M,Urban,0,1,Public Sector,18809.252571748068,63,4,0,1,0
3041,40,F,Urban,1,1,Informal,6715.851220563905,68,19,0,0,0
3042,34,F,Rural,1,0,Self-Employed,13845.263271782886,67,1,0,0,0
3043,36,F,Rural,1,0,Informal,18285.63206515994,16,37,1,0,1
3044,48,F,Urban,0,0,Informal,4569.256639793391,84,38,0,1,0
3045,28,F,Rural,0,1,Informal,23994.29008504567,109,4,0,1,0
3046,68,M,Urban,1,0,Self-Employed,15520.15997670278,14,45,0,1,0
3047,59,F,Rural,0,0,Informal,10825.330312860422,9,41,0,0,0
3048,61,F,Rural,1,0,Self-Employed,13305.93847245417,59,41,0,1,0
3049,27,F,Rural,0,0,Informal,21542.36903533921,92,22,0,0,0
3050,58,M,Rural,0,0,Self-Employed,78035.26936447859,10,46,1,0,0
3051,65,M,Urban,0,1,Informal,19929.974377188686,89,49,0,0,0
3052,27,M,Rural,1,0,Informal,23399.946066143035,28,27,1,0,0
3053,60,M,Urban,0,0,Self-Employed,14283.273837673352,22,18,0,1,0
3054,38,M,Rural,0,0,Informal,56013.277626920026,23,38,0,1,0
3055,62,F,Urban,0,1,Informal,3786.616740256819,63,2,1,1,1
3056,45,F,Urban,0,0,Self-Employed,3047.5752708217724,72,16,0,0,0
3057,63,M,Rural,0,1,Self-Employed,13827.97771078511,55,0,0,0,0
3058,26,M,Rural,1,0,Self-Employed,20746.5812555037,73,38,0,1,0
3059,40,F,Urban,1,0,Informal,1559.8275109377628,96,2,0,0,0
3060,33,M,Urban,0,0,Informal,12201.015965883644,99,37,0,1,0
3061,32,F,Rural,1,0,Informal,10589.637403782208,87,28,1,0,1
3062,35,M,Rural,0,0,Informal,22188.946894457982,63,21,0,0,0
3063,39,M,Urban,0,0,Informal,17240.411942082585,27,31,1,1,1
3064,25,M,Rural,0,0,Informal,2879.711865819488,89,2,0,0,0
3065,58,F,Urban,0,0,Informal,5156.313742475018,81,40,0,0,0
3066,49,M,Rural,0,1,Self-Employed,6416.263820130004,106,13,0,0,0
3067,65,F,Rural,0,0,Informal,22096.60187069806,85,42,0,0,0
3068,58,M,Urban,0,0,Informal,16510.30468043386,16,44,1,1,0
3069,26,M,Rural,1,0,Informal,7446.081946497067,68,27,0,0,0
3070,21,F,Urban,1,0,Informal,13734.425829575735,86,29,0,0,0
3071,42,M,Rural,1,0,Self-Employed,5248.0809068928975,119,46,0,1,0
3072,45,M,Rural,0,1,Informal,63053.19195717799,40,20,0,0,0
3073,31,F,Rural,1,0,Informal,19370.545651921864,103,19,0,0,0
3074,62,F,Rural,0,0,Public Sector,22947.507102002397,34,47,0,1,0
3075,51,M,Urban,1,0,Informal,36808.04936328469,45,20,0,0,0
3076,60,M,Urban,1,1,Informal,27584.727855899502,115,18,0,0,0
3077,24,F,Urban,0,0,Self-Employed,12547.090116964024,20,0,2,1,1
3078,64,F,Rural,1,0,Self-Employed,10551.792537511845,25,16,0,0,0
3079,29,F,Rural,0,1,Private Sector,34291.42279410998,100,12,0,1,0
3080,43,F,Rural,1,0,Public Sector,12497.09168797544,109,38,0,1,0
3081,43,F,Urban,1,1,Self-Employed,6719.767117749339,13,25,0,0,0
3082,64,M,Rural,1,0,Informal,59002.13957125121,99,17,0,1,0
3083,33,M,Rural,0,1,Informal,5786.487272902141,71,46,0,0,0
3084,31,F,Rural,1,1,Informal,3054.1571616831175,105,22,0,1,0
3085,37,F,Rural,0,0,Self-Employed,27071.697612095686,60,20,0,1,0
3086,38,F,Urban,0,1,Public Sector,6815.985171159602,70,36,0,0,0
